Date,Session,Observer,tblEvents.Area,Weather,Comments,Time,Cows,Cows edited by LH,Calves,Prime_Bulls,Raghorns,Spikes,Unk_Male,unknown elk_LH,Total adult males_LH,Total_Elk,Total_elk edited by LH,Harem,White_Bull,Red_Bull,White_Cow,Red_Cow,Behavior,Notes,Location_Code,Location_Name,tluLocations.Area,X_Coord,Y_Coord,Ranch,Pasture
09/22/2015,a,Bernot,D Ranch,o,,7:23,,,,6,,,,,,6,Yes,,,,,,f,,pp,sewage pond road west,D Ranch,501716.1204,4209439.453,C (Spaletta),Back Field
09/28/2015,a,Bernot,D Ranch,f,,8:00,,,,6,,,,,,6,Yes,,,,,,r,,pp,sewage pond road west,D Ranch,501716.1204,4209439.453,C (Spaletta),Back Field
10/05/2015,a,Bernot,D Ranch,o,,7:20,,,,,,,6,,,6,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
10/07/2015,a,Bernot,D Ranch,,,7:32,,,,6,,,,,,6,Yes,,,,,,r,,pp,sewage pond road west,D Ranch,501716.1204,4209439.453,C (Spaletta),Back Field
10/07/2015,a,Bernot,D Ranch,,,7:32,,,,6,,,,,,6,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
10/09/2015,a,Bernot,D Ranch,,,7:20,,,,,,,6,,,6,Yes,,,,,,f,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
10/19/2015,a,Bernot,D Ranch,,,7:30,,,,5,1,,,,,6,Yes,,,,,,ft,,sss,E dunes feed gate,,502045.0766,4211766.812,E (Nunes),SFD West
10/27/2015,a,Bernot,D Ranch,o,,7:19,,,,,,,6,,,6,Yes,,,,,,f,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
11/03/2015,a,Bernot,D Ranch,,,6:32,,,,,,,6,,,6,Yes,,,,,,tf,,bbb,across DBR from intersection,D Ranch,502230.5899,4211153.659,E (Nunes),SFD West
01/13/2016,a,Bernot,D Ranch,,,7:20,,,,6,,,,,,6,Yes,,,,,,f,,gggg,A Oceanside,,500136.0107,4207167.616,B (Mendoza),1C
01/22/2016,a,Bernot,D Ranch,,,7:23,,,,1,5,,,,,6,Yes,,,,,,t,,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
07/30/2014,b,Bernot,D Ranch,,,19:18,1,,,4,,2,,,,7,Yes,,,,,x,fr,,ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
05/06/2015,a,Bernot,D Ranch,fw,,6:24,2,,,,,5,,,,7,Yes,,,,,,f,,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
09/24/2014,a,Bernot,D Ranch,f,,8:30,3,,3,,,1,,,,7,Yes,,,,,x,r,old collar,ooo,showy clover plots,D Ranch,504318.8248,4210084.961,Non-permit,Non-permit
04/04/2012,a,Bernot,D Ranch,,,7:17,4,,3,,,,,,,7,Yes,,,,,,,,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
07/30/2014,b,Bernot,D Ranch,,,19:23,4,,2,1,,,,,,7,Yes,,,,,0,f,,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
08/17/2012,a,Bernot,D Ranch,,,7:40,5,,1,1,,,,,,7,Yes,,,,,,,,tt,drakes swamp,D Ranch,502797.7198,4209404.666,Non-permit,Non-permit
05/06/2013,a,Bernot,D Ranch,,,11:07,5,,1,1,,,,,,7,Yes,,,,x,1,t,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
05/17/2013,a,Bernot,D Ranch,,,10:45,5,,,,,2,,,,7,Yes,,,,1,,f,,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
08/29/2012,a,Bernot,D Ranch,,,8:21,6,,,1,,,,,,7,Yes,,,,,,,"others joined, including bulls from ff, becoming 24 by 0830",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
05/06/2013,a,Bernot,D Ranch,,,10:44,6,,,,,1,,,,7,Yes,,,,,,f,,ii,west D across from house,D Ranch,503101.3912,4209954.221,D (Spaletta),West
05/06/2013,a,Bernot,D Ranch,,,10:50,6,,,,,1,,,,7,Yes,,,,1,x,f,,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
02/10/2014,b,Bernot,D Ranch,df,,12:20,6,,1,,,,,,,7,Yes,,,,x,x,r,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
05/29/2015,a,Bernot,D Ranch,h,,9:45,6,,1,,,,,,,7,Yes,,,,,1,,,nnn,end of E road above showy clover plots,D Ranch,504460.9158,4210322.969,D (Nunes),Pasture C
04/13/2011,a,Bernot,D Ranch,,,,7,,,,,,,,,7,Yes,,,,,,,,s,D ranch complex,D Ranch,503292.2452,4209703.18,Non-permit,Non-permit
04/05/2013,a,Bernot,D Ranch,,,10:53,7,,,,,,,,,7,Yes,,,,,,rf,,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
04/19/2014,a,Bernot,D Ranch,,,12:30,7,,,,,,,,,7,Yes,,,,0,x,t,,ooo,showy clover plots,D Ranch,504318.8248,4210084.961,Non-permit,Non-permit
11/20/2015,a,Bernot,D Ranch,o,,7:30,7,,,,,,,,,7,Yes,,,,,,f,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
12/21/2010,a,Bernot,D Ranch,,,,,,,7,,,,,,7,Yes,,,,,,,,ww,above sewage ponds,D Ranch,502422.5667,4209353.44,C (Spaletta),Middle Field
12/22/2010,a,Bernot,D Ranch,,,,,,,3,4,,,,,7,Yes,,,,,,,prime bull mortality found at t,f,east D between upper pond and road north,D Ranch,502649.4592,4210624.19,D (Nunes),Pasture B
01/20/2011,a,Bernot,D Ranch,,,7:00,,,,2,3,,2,,,7,Yes,,,,,,,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
10/19/2011,a,Bernot,D Ranch,,,6:45,,,,7,,,,,,7,Yes,,,,,,,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
11/18/2011,a,Bernot,D Ranch,,,,,,,,5,2,,,,7,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
12/27/2011,a,Bernot,D Ranch,,,,,,,3,1,3,,,,7,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
01/17/2012,a,Bernot,D Ranch,,,7:40,,,,5,1,1,,,,7,Yes,,,,,,,,b,east D fenceline far north end,D Ranch,502552.6275,4210951.928,D (Nunes),Pasture B
02/06/2012,a,Bernot,D Ranch,,,10:30,,,,6,,1,,,,7,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
03/21/2012,a,Bernot,D Ranch,,,,,,,,,,7,,,7,Yes,,,,,,,,ddd,across cyn upper pond,D Ranch,502998.6398,4210815.382,D (Nunes),Pasture B
04/05/2012,a,Bernot,D Ranch,,,10:00,,,,,,,7,,,7,Yes,,,,,,,,d,east D bathtub E ranch border south,D Ranch,502894.5179,4210940.681,D (Nunes),Pasture B
04/09/2012,a,Bernot,D Ranch,,,7:05,,,,,,,7,,,7,Yes,,,,,,,,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
07/19/2012,a,Bernot,D Ranch,,,7:52,,,,4,3,,,,,7,Yes,,,,,,r,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
07/27/2012,a,Bernot,D Ranch,,,7:36,,,,7,,,,,,7,Yes,,,,,,f,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
08/21/2012,b,Bernot,D Ranch,,,17:34,,,,3,4,,,,,7,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
10/11/2012,a,Bernot,D Ranch,,,7:40,,,,4,1,2,,,,7,Yes,,,,,,t,crossed road west to east,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
12/31/2012,a,Bernot,D Ranch,,,7:10,,,,6,1,,,,,7,Yes,,,,,,t,crossing from ff,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
12/31/2012,b,Bernot,D Ranch,,,10:18,,,,6,1,,,,,7,Yes,,,,,,f,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
01/15/2013,a,Bernot,D Ranch,,,8:00,,,,,,,7,,,7,Yes,,1,1,,,fr,,c,east D bathtub E ranch border,D Ranch,502777.575,4211134.344,D (Nunes),Pasture B
02/11/2013,a,Bernot,D Ranch,,,9:35,,,,,,,7,,,7,Yes,,,,,,r,,c,east D bathtub E ranch border,D Ranch,502777.575,4211134.344,D (Nunes),Pasture B
02/14/2013,a,Bernot,D Ranch,,,7:15,,,,,,,7,,,7,Yes,,,,,,t,cross west to east,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
06/25/2013,a,Bernot,D Ranch,,,6:29,,,,1,6,,,,,7,Yes,,,1,,,ft,,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
07/23/2013,a,Press,D Ranch,,,14:40,,,,,,,7,,,7,Yes,,,,,,,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
08/26/2013,a,Bernot,D Ranch,,,7:40,,,,3,4,,,,,7,Yes,,,,,,rf,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
09/05/2013,a,Bernot,D Ranch,,,8:21,,,,3,4,,,,,7,Yes,,,,,,rf,raghorn with bouy in antlers,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
09/13/2013,c,Bernot,D Ranch,,,18:02,,,,1,3,3,,,,7,Yes,,,,,,rf,raghorn with bouy in antlers,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
09/17/2013,b,Bernot,D Ranch,,,18:00,,,,2,3,2,,,,7,Yes,,,,,,fr,,c,east D bathtub E ranch border,D Ranch,502777.575,4211134.344,D (Nunes),Pasture B
10/22/2013,a,Bernot,D Ranch,,,7:12,,,,4,3,,,,,7,Yes,,,,,,f,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
10/23/2013,a,Bernot,D Ranch,,,12:06,,,,4,3,,,,,7,Yes,,,,,,ft,,bbb,across DBR from intersection,D Ranch,502230.5899,4211153.659,E (Nunes),SFD West
12/09/2013,a,Bernot,D Ranch,,,7:55,,,,7,,,,,,7,Yes,,,,,,r,,ww,above sewage ponds,D Ranch,502422.5667,4209353.44,C (Spaletta),Middle Field
12/19/2013,a,Bernot,D Ranch,b,,8:07,,,,4,3,,,,,7,Yes,,,,,,t,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
12/19/2013,b,Bernot,D Ranch,b,,12:07,,,,,,,7,,,7,Yes,,,,,,r,,c,east D bathtub E ranch border,D Ranch,502777.575,4211134.344,D (Nunes),Pasture B
12/27/2013,a,Bernot,D Ranch,c,,7:52,,,,4,3,,,,,7,Yes,,,,,,f,cross road west to east 831,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
01/24/2014,a,Bernot,D Ranch,c,,7:50,,,,5,1,,1,,,7,Yes,,,,,,fs,,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
02/12/2014,a,Bernot,D Ranch,o,,7:16,,,,,1,,6,,,7,Yes,,,,,,ft,,l,east D road plateau 3,D Ranch,503099.7957,4210262.166,D (Nunes),Pasture B
05/23/2014,a,Bernot,D Ranch,h,,5:42,,,,,,,7,,,7,Yes,,,,,,t,cross road west to east,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
07/10/2014,b,Bernot,D Ranch,,,18:19,,,,,,,7,,,7,Yes,,,,,,f,,c,east D bathtub E ranch border,D Ranch,502777.575,4211134.344,D (Nunes),Pasture B
08/04/2014,a,Bernot,D Ranch,o,,6:02,,,,,,,7,,,7,Yes,,,,,,ts,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
08/18/2014,b,Bernot,D Ranch,,,18:41,,,,4,3,,,,,7,Yes,,,,,,f,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
09/03/2014,a,Bernot,D Ranch,o,,7:15,,,,,,,7,,,7,Yes,,,,,,f,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
09/05/2014,a,Bernot,D Ranch,o,,6:30,,,,,,,7,,,7,Yes,,,,,,f,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
10/14/2014,a,Bernot,D Ranch,o,,7:30,,,,4,3,,,,,7,Yes,,,,,,fs,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
10/23/2014,a,Bernot,D Ranch,f,,9:05,,,,,,,7,,,7,Yes,,,,,,r,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
10/23/2014,a,Bernot,D Ranch,f,,9:23,,,,5,2,,,,,7,Yes,,,,,,r,,pp,sewage pond road west,D Ranch,501716.1204,4209439.453,C (Spaletta),Back Field
10/24/2014,a,Bernot,D Ranch,c,,8:30,,,,,,,7,,,7,Yes,,,,,,t,,qq,sewage pond road east,D Ranch,502147.1866,4209092.089,C (Spaletta),Back Field
10/28/2014,a,Bernot,D Ranch,c,,7:25,,,,,,,7,,,7,Yes,,,,,,t,crossing to Esfd,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
10/31/2014,a,Bernot,D Ranch,r,,7:43,,,,5,2,,,,,7,Yes,,,,,,ft,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
11/25/2014,a,Bernot,D Ranch,,,8:00,,,,,,,7,,,7,Yes,,,,,,f,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
01/05/2015,a,Bernot,D Ranch,,,7:40,,,,,,,7,,,7,Yes,,,,,,t,,oo,C ranch- west D border fence gulch,D Ranch,502611.7336,4209996.072,D (Spaletta),West
01/12/2015,a,Bernot,D Ranch,,,10:00,,,,5,2,,,,,7,Yes,,,,,,r,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
03/17/2015,a,Bernot,D Ranch,,,8:00,,,,,,,7,,,7,Yes,,,,,,t,,bbb,across DBR from intersection,D Ranch,502230.5899,4211153.659,E (Nunes),SFD West
04/03/2015,a,Bernot,D Ranch,,,6:30,,,,,,,7,,,7,Yes,,,,,,t,,sss,E dunes feed gate,,502045.0766,4211766.812,E (Nunes),SFD West
04/24/2015,a,Bernot,D Ranch,b,,10:35,,,,,,,7,,,7,Yes,,,,,,f,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
05/15/2015,a,Bernot,D Ranch,o,,6:57,,,,7,,,,,,7,Yes,,,,,,t,crossing road to ED,xxx,WD across from ED first gate,D Ranch,502394.6176,4210824.108,D (Spaletta),West
06/19/2015,a,Bernot,D Ranch,f,,7:53,,,,7,,,,,,7,Yes,,,,,,r,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
07/06/2015,a,Bernot,D Ranch,,,8:30,,,,,,,7,,,7,Yes,,,,,,r,,c,east D bathtub E ranch border,D Ranch,502777.575,4211134.344,D (Nunes),Pasture B
07/21/2015,a,Bernot,D Ranch,,,6:00,,,,,,,7,,,7,Yes,,,,,,t,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
09/24/2015,a,Bernot,D Ranch,p,,9:26,,,,,,,7,,,7,Yes,,,,,,r,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
10/23/2015,a,Bernot,D Ranch,h,,7:04,,,,,,,7,,,7,Yes,,,,,,f,"feeding on hay, hazed away",sss,E dunes feed gate,,502045.0766,4211766.812,E (Nunes),SFD West
10/26/2015,a,Bernot,D Ranch,,,7:20,,,,,,,7,,,7,Yes,,,,,,f,"feeding on hay, hazed away",sss,E dunes feed gate,,502045.0766,4211766.812,E (Nunes),SFD West
11/03/2015,a,Bernot,D Ranch,,,6:20,,,,7,,,,,,7,Yes,,,,,,tf,,pp,sewage pond road west,D Ranch,501716.1204,4209439.453,C (Spaletta),Back Field
11/20/2015,a,Bernot,D Ranch,o,,7:41,,,,,,,7,,,7,Yes,,,,,,ft,,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
11/30/2015,a,Bernot,D Ranch,,,7:00,,,,,,,7,,,7,Yes,,,,,,ts,,bbb,across DBR from intersection,D Ranch,502230.5899,4211153.659,E (Nunes),SFD West
01/12/2016,a,Bernot,D Ranch,,,7:20,,,,4,3,,,,,7,Yes,,,,,,t,,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
03/04/2016,a,Bernot,D Ranch,f,,7:25,,,,,,,7,,,7,Yes,,,,,,r,,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
08/25/2014,b,Bernot,D Ranch,,,19:15,2,,1,1,,4,,,,8,Yes,,,,,x,fr,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
09/10/2014,a,Bernot,D Ranch,o,,9:30,2,,,5,1,,,,,8,Yes,,,,,,s,,www,horseshoe upper dam pond,,503861.4451,4210543.021,D (Nunes),Pasture C
09/04/2015,a,Bernot,D Ranch,,,8:47,4,,2,1,,1,,,,8,Yes,,,,,,,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
12/02/2013,a,Bernot,D Ranch,,,9:12,8,,,,,,,,,8,Yes,,,,1,x,r,,l,east D road plateau 3,D Ranch,503099.7957,4210262.166,D (Nunes),Pasture B
12/03/2013,a,Bernot,D Ranch,,,7:54,8,,,,,,,,,8,Yes,,,,1,x,f,,j,east D road plateau 2,D Ranch,502947.403,4210395.593,D (Nunes),Pasture B
10/19/2014,b,Bernot,D Ranch,r,,9:10,8,,,,,,,,,8,Yes,,,,,x,r,,ooo,showy clover plots,D Ranch,504318.8248,4210084.961,Non-permit,Non-permit
10/28/2010,a,Bernot,D Ranch,,,,,,,8,,,,,,8,Yes,,,,,,,,qq,sewage pond road east,D Ranch,502147.1866,4209092.089,C (Spaletta),Back Field
12/28/2010,a,Bernot,D Ranch,,,,,,,6,2,,,,,8,Yes,,,,,,,,f,east D between upper pond and road north,D Ranch,502649.4592,4210624.19,D (Nunes),Pasture B
01/21/2011,a,Bernot,D Ranch,,,6:45,,,,2,3,,3,,,8,Yes,,,,,,,,cc,dead bull skeleton,D Ranch,503741.0589,4210163.117,D (Nunes),Pasture B
10/03/2011,a,Bernot,D Ranch,,,,,,,6,1,1,,,,8,Yes,,,,,,,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
10/20/2011,a,Bernot,D Ranch,,,7:00,,,,7,,1,,,,8,Yes,,,,,,,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
10/24/2011,a,Bernot,D Ranch,,,10:30,,,,7,,1,,,,8,Yes,,,,,,,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
04/04/2012,a,Bernot,D Ranch,,,7:10,,,,,,,8,,,8,Yes,,,,,,,,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
05/07/2012,a,Bernot,D Ranch,,,6:55,,,,,,,8,,,8,Yes,,,,,,,,j,east D road plateau 2,D Ranch,502947.403,4210395.593,D (Nunes),Pasture B
05/09/2012,a,Bernot,D Ranch,,,7:43,,,,8,,,,,,8,Yes,,,,,,r,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
08/22/2012,b,Bernot,D Ranch,,,15:37,,,,4,4,,,,,8,Yes,,,,,,r,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
09/18/2012,b,Bernot,D Ranch,,,17:24,,,,4,3,1,,,,8,Yes,,,,,,r,,e,east D northwest corner gate,D Ranch,502461.0098,4210897.479,D (Nunes),Pasture B
11/19/2012,a,Bernot,D Ranch,,,7:55,,,,5,3,,,,,8,Yes,,1,,,,fs,,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
12/04/2012,a,Bernot,D Ranch,,,11:00,,,,7,1,,,,,8,Yes,,,,,,r,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
01/03/2013,b,Bernot,D Ranch,,,13:15,,,,5,3,,,,,8,Yes,,1,1,,,t,fleeing from rancher on atv,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
01/16/2013,a,Bernot,D Ranch,,,12:16,,,,4,4,,,,,8,Yes,,,,,,r,,k,east D far ridge bull sunning spot,D Ranch,503128.0451,4210654.128,D (Nunes),Pasture B
01/17/2013,a,Bernot,D Ranch,,,7:30,,,,4,4,,,,,8,Yes,,,,,,r,,c,east D bathtub E ranch border,D Ranch,502777.575,4211134.344,D (Nunes),Pasture B
02/01/2013,a,Bernot,D Ranch,,,7:30,,,,,,,8,,,8,Yes,,,,,,t,,l,east D road plateau 3,D Ranch,503099.7957,4210262.166,D (Nunes),Pasture B
03/01/2013,a,Press,D Ranch,,,11:49,,,,,,,8,,,8,Yes,,,,,,,,k,east D far ridge bull sunning spot,D Ranch,503128.0451,4210654.128,D (Nunes),Pasture B
03/19/2013,a,Bernot,D Ranch,,,11:49,,,,,,,8,,,8,Yes,,,1,,,r,,k,east D far ridge bull sunning spot,D Ranch,503128.0451,4210654.128,D (Nunes),Pasture B
03/21/2013,a,Bernot,D Ranch,,,11:40,,,,,,,8,,,8,Yes,,,1,,,r,,n,east D far ridge bull sunning spot 2,D Ranch,503334.6195,4210488.162,D (Nunes),Pasture B
05/16/2013,a,Bernot,D Ranch,,,6:23,,,,2,6,,,,,8,Yes,,,,,,t,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
05/20/2013,a,Bernot,D Ranch,,,5:59,,,,4,4,,,,,8,Yes,,,,,,t,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
09/13/2013,a,Bernot,D Ranch,,,7:45,,,,1,4,3,,,,8,Yes,,,,,,sf,raghorn with bouy in antlers,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
10/25/2013,a,Bernot,D Ranch,,,7:20,,,,6,2,,,,,8,Yes,,,,,,f,,bbb,across DBR from intersection,D Ranch,502230.5899,4211153.659,E (Nunes),SFD West
11/04/2013,a,Bernot,D Ranch,c,,7:40,,,,6,2,,,,,8,Yes,,,,,,f,,xxx,WD across from ED first gate,D Ranch,502394.6176,4210824.108,D (Spaletta),West
11/04/2013,b,Bernot,D Ranch,c,,12:00,,,,6,2,,,,,8,Yes,,,,,,r,,xxx,WD across from ED first gate,D Ranch,502394.6176,4210824.108,D (Spaletta),West
11/05/2013,a,Bernot,D Ranch,,,10:42,,,,5,3,,,,,8,Yes,,,,,,r,,xxx,WD across from ED first gate,D Ranch,502394.6176,4210824.108,D (Spaletta),West
12/13/2013,a,Bernot,D Ranch,c,,8:09,,,,8,,,,,,8,Yes,,,,,,f,,ss,C ranch ridge 2 west,D Ranch,501883.5247,4209816.112,C (Spaletta),Middle Field
12/18/2013,a,Bernot,D Ranch,o,,7:53,,,,4,4,,,,,8,Yes,,,,,,f,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
12/18/2013,b,Bernot,D Ranch,o,,12:45,,,,4,4,,,,,8,Yes,,,,,,rf,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
12/20/2013,a,Bernot,D Ranch,c,,7:52,,,,2,6,,,,,8,Yes,,,,,,tf,,i,east D road plateau 1,D Ranch,502788.7479,4210481.252,D (Nunes),Pasture B
01/08/2014,a,Bernot,D Ranch,h,,8:23,,,,7,1,,,,,8,Yes,,,,,,ft,,xxx,WD across from ED first gate,D Ranch,502394.6176,4210824.108,D (Spaletta),West
01/10/2014,a,Bernot,D Ranch,h,,7:35,,,,6,2,,,,,8,Yes,,,,,,,,xx,west D upper pond,D Ranch,502446.3716,4210671.448,D (Spaletta),West
01/13/2014,a,Bernot,D Ranch,,,8:20,,,,8,,,,,,8,Yes,,,,,,f,,j,east D road plateau 2,D Ranch,502947.403,4210395.593,D (Nunes),Pasture B
01/22/2014,a,Bernot,D Ranch,c,,8:40,,,,4,4,,,,,8,Yes,,,,,,t,,ggg,upper pond plat tip,D Ranch,502905.3055,4210684.207,D (Nunes),Pasture B
01/27/2014,a,Bernot,D Ranch,,,7:43,,,,4,4,,,,,8,Yes,,,,,,f,,j,east D road plateau 2,D Ranch,502947.403,4210395.593,D (Nunes),Pasture B
02/03/2014,a,Bernot,D Ranch,c,,7:10,,,,,3,,5,,,8,Yes,,,,,,t,,f,east D between upper pond and road north,D Ranch,502649.4592,4210624.19,D (Nunes),Pasture B
02/12/2014,a,Bernot,D Ranch,o,,7:10,,,,,3,,5,,,8,Yes,,,,,,f,,a,east D bathtub plateau upper pond,D Ranch,502720.9657,4210787.314,D (Nunes),Pasture B
07/02/2014,a,Bernot,D Ranch,h,,6:20,,,,8,,,,,,8,Yes,,,,,,t,cross road west to east,ee,E ranch corner square west,D Ranch,502306.2207,4210950.277,D (Nunes),13 acres
07/03/2014,a,Bernot,D Ranch,o,,6:03,,,,,,,8,,,8,Yes,,,,,,fs,,ff,C\E border gate,D Ranch,502130.4461,4210732.651,C (Spaletta),Dam Field
07/08/2014,a,Bernot,D Ranch,,,6:42,,,,,,,8,,,8,Yes,,,,,,t,,f,east D between upper pond and road north,D Ranch,502649.4592,4210624.19,D (Nunes),Pasture B
07/08/2014,b,Bernot,D Ranch,,,12:30,,,,,,,8,,,8,Yes,,,,,,r,,ggg,upper pond plat tip,D Ranch,502905.3055,4210684.207,D (Nunes),Pasture B
07/28/2014,b,Bernot,D Ranch,o,,18:46,,,,8,,,,,,8,Yes,,,,,,sr,,j,east D road plateau 2,D Ranch,502947.403,4210395.593,D (Nunes),Pasture B
08/07/2014,b,Bernot,D Ranch,,,19:07,,,,,,,8,,,8,Yes,,,,,,f,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
10/19/2014,a,Bernot,D Ranch,r,,7:15,,,,8,,,,,,8,Yes,,,,,,f,,pp,sewage pond road west,D Ranch,501716.1204,4209439.453,C (Spaletta),Back Field
10/24/2014,a,Bernot,D Ranch,c,,8:30,,,,,,,8,,,8,Yes,,,,,,r,,dd,E ranch corner square east,D Ranch,502431.7739,4211105.126,E (Nunes),Drakes Beach
