Date,Session,Observer,tblEvents.Area,Weather,Comments,Time,Cows,Cows edited by LH,Calves,Prime_Bulls,Raghorns,Spikes,Unk_Male,unknown elk_LH,Total adult males_LH,Total_Elk,Total_elk edited by LH,Harem,White_Bull,Red_Bull,White_Cow,Red_Cow,Behavior,Notes,Location_Code,Location_Name,tluLocations.Area,X_Coord,Y_Coord,Ranch,Pasture
03/10/2014,a,Bernot,D Ranch,o,,7:54,10,Yes,,,,,,,,10,Yes,1,,,x,0,tf,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
03/13/2014,a,Bernot,D Ranch,c,,13:28,10,Yes,,,,,,,,10,Yes,1,,,0,0,rf,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
03/18/2014,a,Bernot,D Ranch,c,,7:36,10,Yes,,,,,,,,10,Yes,1,,,0,0,f,,ggg,upper pond plat tip,D Ranch,502905.3055,4210684.207,D (Nunes),Pasture B
03/19/2014,a,Bernot,D Ranch,c,,9:07,10,Yes,,,,,,,,10,Yes,1,,,x,x,r,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
03/21/2014,a,Bernot,D Ranch,o,,7:00,10,Yes,,,,,,,,10,Yes,1,,,0,x,t,cross road west to east,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
03/25/2014,a,Bernot,D Ranch,o,,7:14,10,Yes,,,,,,,,10,Yes,1,,,x,0,t,crossing to DBt,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
03/27/2014,a,Bernot,D Ranch,o,,7:05,10,Yes,,,,,,,,10,Yes,1,,,0,0,t,cross road west to east,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
03/31/2014,a,Bernot,D Ranch,,,7:15,10,Yes,,,,,,,,10,Yes,1,,,0,0,f,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
04/07/2014,a,Bernot,D Ranch,,,9:52,10,Yes,,,,,,,,10,Yes,1,,,0,0,r,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
04/08/2014,a,Bernot,D Ranch,,,12:20,10,Yes,,,,,,,,10,Yes,1,,,0,0,r,,ii,west D across from house,D Ranch,503101.3912,4209954.221,D (Spaletta),West
04/11/2014,a,Bernot,D Ranch,o,,8:40,10,Yes,,,,,,,,10,Yes,1,,,0,0,rf,,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
04/17/2014,a,Bernot,D Ranch,,,7:40,10,Yes,,,,,,,,10,Yes,1,,,x,x,t,,ooo,showy clover plots,D Ranch,504318.8248,4210084.961,Non-permit,Non-permit
04/22/2014,a,Bernot,D Ranch,wc,,9:10,10,Yes,,,,,,,,10,Yes,1,,,,0,t,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
04/23/2014,a,Bernot,D Ranch,bc,,7:50,10,Yes,,,,,,,,10,Yes,1,,,,x,r,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
04/29/2014,a,Bernot,D Ranch,c,,12:38,10,Yes,,,,,,,,10,Yes,1,,,,0,r,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
04/29/2014,a,Bernot,D Ranch,c,,12:38,10,Yes,,,,,,,,10,Yes,1,,,,x,r,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
05/08/2014,a,Bernot,D Ranch,fd,,10:30,10,Yes,,,,,,,,10,Yes,1,,,,0,f,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
05/12/2014,a,Bernot,D Ranch,c,,7:10,10,Yes,,,,,,,,10,Yes,1,,,,0,tf,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
05/20/2014,a,Bernot,D Ranch,o,,8:09,10,Yes,,,,,,,,10,Yes,1,,,,0,f,,ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
05/21/2014,a,Bernot,D Ranch,o,,6:10,10,Yes,,,,,,,,10,Yes,1,,,,0,ft,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
05/23/2014,a,Bernot,D Ranch,h,,5:56,10,Yes,,,,,,,,10,Yes,1,,,,x,t,cross road west to east,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
05/27/2014,b,Bernot,D Ranch,b,,11:20,10,Yes,,,,,,,,10,Yes,1,,,,0,fs,"bulls bugling, sparring",q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
05/28/2014,a,Bernot,D Ranch,c,,5:17,10,Yes,,,,,,,,10,Yes,1,,,,x,fs,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
06/02/2014,a,Bernot,D Ranch,fd,,8:49,10,Yes,,,,,,,,10,Yes,1,,,,x,rf,,ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
06/04/2014,a,Bernot,D Ranch,h,,6:34,10,Yes,,,,,,,,10,Yes,1,,,,0,t,"cross road west to east, bull bugling",hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
06/06/2014,b,Bernot,D Ranch,,,11:30,10,Yes,,,,,,,,10,Yes,1,,,,0,r,,ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
06/12/2014,a,Bernot,D Ranch,o,,6:42,10,Yes,,,,,,,,10,Yes,1,,,,0,ft,,iii,WD res cyn sunning spot,D Ranch,502840.4449,4209984.979,D (Spaletta),West
06/16/2014,a,Bernot,D Ranch,,,7:20,10,Yes,,,,,,,,10,Yes,1,,,,0,tf,,tt,drakes swamp,D Ranch,502797.7198,4209404.666,Non-permit,Non-permit
06/19/2014,a,Bernot,D Ranch,,,16:53,10,Yes,,,,,,,,10,Yes,1,,,,0,fr,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
06/20/2014,a,Bernot,D Ranch,,,6:30,10,Yes,,,,,,,,10,Yes,1,,,,1,ft,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
07/02/2014,a,Bernot,D Ranch,h,,6:40,10,Yes,,,,,,,,10,Yes,1,,,,0,fs,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
07/03/2014,a,Bernot,D Ranch,o,,6:17,10,Yes,,,,,,,,10,Yes,1,,,,0,f,,tt,drakes swamp,D Ranch,502797.7198,4209404.666,Non-permit,Non-permit
07/08/2014,a,Bernot,D Ranch,,,6:40,10,Yes,,,,,,,,10,Yes,1,,,,0,r,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
07/08/2014,b,Bernot,D Ranch,,,12:30,10,Yes,,,,,,,,10,Yes,1,,,,0,r,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
07/09/2014,a,Bernot,D Ranch,c,,10:05,10,Yes,,,,,,,,10,Yes,1,,,,0,fs,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
07/11/2014,a,Bernot,D Ranch,o,,7:18,10,Yes,,,,,,,,10,Yes,1,,,,0,fr,"heifers out, in area of harem",ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
07/17/2014,a,Bernot,D Ranch,p,,7:34,10,Yes,,,,,,,,10,Yes,1,,,,0,fs,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
07/18/2014,a,Bernot,D Ranch,d,,8:18,10,Yes,,,,,,,,10,Yes,1,,,,x,sf,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
07/23/2014,a,Bernot,D Ranch,p,,7:15,10,Yes,,,,,,,,10,Yes,1,,,,x,s,pronounced rutting behaviors,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
07/28/2014,b,Bernot,D Ranch,o,,18:51,10,Yes,,,,,,,,10,Yes,1,,,,x,ft,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
07/29/2014,a,Bernot,D Ranch,f,,5:13,10,Yes,,,,,,,,10,Yes,1,,,,x,fs,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
07/31/2014,a,Bernot,D Ranch,f,,5:50,10,Yes,,,,,,,,10,Yes,1,,,,x,t,"cross road to OH, bulls bugling",hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
08/05/2014,a,Bernot,D Ranch,h,,5:55,10,Yes,,,,,,,,10,Yes,1,,,,x,fs,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
08/07/2014,a,Bernot,D Ranch,f,,6:22,10,Yes,,,,,,,,10,Yes,1,,,,0,t,"cross road to OH, hazed to HSp for OH mowing project",hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
08/07/2014,b,Bernot,D Ranch,,,19:20,10,Yes,,,,,,,,10,Yes,1,,,,0,ft,"travel to OH, cross road to DBt 1950",aa,above horseshoe pond outside permit,D Ranch,503977.6483,4209822.357,Non-permit,Non-permit
08/08/2014,a,Bernot,D Ranch,o,,6:12,10,Yes,,,,,,,,10,Yes,1,,,,x,f,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
08/08/2014,a,Bernot,D Ranch,o,,6:25,10,Yes,,,,,,,,10,Yes,1,,,,x,fs,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
08/11/2014,a,Bernot,D Ranch,o,,6:25,10,Yes,,,,,,,,10,Yes,1,,,,x,fs,,aa,above horseshoe pond outside permit,D Ranch,503977.6483,4209822.357,Non-permit,Non-permit
08/11/2014,a,Bernot,D Ranch,o,,6:25,10,Yes,,,,,,,,10,Yes,1,,,,x,t,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
08/11/2014,b,Bernot,D Ranch,,,21:00,10,Yes,,,,,,,,10,Yes,1,,,,x,st,,g,east D upper pond gulch,D Ranch,502628.6032,4210745.602,D (Nunes),Pasture B
08/13/2014,a,Bernot,D Ranch,o,,6:30,10,Yes,,,,,,,,10,Yes,1,,,,x,rs,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
08/14/2014,a,Bernot,D Ranch,f,,7:00,10,Yes,,,,,,,,10,Yes,1,,,,x,,,y,outer horick near cliffs,D Ranch,503739.6464,4209229.118,Non-permit,Non-permit
08/14/2014,b,Bernot,D Ranch,,,18:47,10,Yes,,,,,,,,10,Yes,1,,,,x,t,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
08/15/2014,a,Bernot,D Ranch,,,6:12,10,Yes,,,,,,,,10,Yes,1,,,,x,ts,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
08/15/2014,b,Bernot,D Ranch,,,18:50,10,Yes,,,,,,,,10,Yes,1,,,,x,t,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
08/18/2014,b,Bernot,D Ranch,,,19:15,10,Yes,,,,,,,,10,Yes,1,,,,x,fs,"hazed, unsuccessful",mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
08/19/2014,a,Bernot,D Ranch,,,6:15,10,Yes,,,,,,,,10,Yes,1,,,,x,,"hazed to WD 630, DBt 644",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
08/21/2014,a,Bernot,D Ranch,,,7:00,10,Yes,,,,,,,,10,Yes,1,,,,x,fs,,t,horseshoe pond pasture,D Ranch,503794.3798,4209715.716,Non-permit,Non-permit
08/21/2014,a,Bernot,D Ranch,,,7:00,10,Yes,,,,,,,,10,Yes,1,,,,x,fs,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
08/21/2014,b,Bernot,D Ranch,,,19:00,10,Yes,,,,,,,,10,Yes,1,,,,x,f,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
08/22/2014,a,Bernot,D Ranch,o,,6:40,10,Yes,,,,,,,,10,Yes,1,,,,x,fs,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
08/25/2014,a,Bernot,D Ranch,o,,6:15,10,Yes,,,,,,,,10,Yes,1,,,,x,fs,"hazed WD, DBt, OH 645",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
08/26/2014,a,Bernot,D Ranch,o,,6:50,10,Yes,,,,,,,,10,Yes,1,,,,x,ft,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
08/27/2014,a,Bernot,D Ranch,o,,6:30,10,Yes,,,,,,,,10,Yes,1,,,,0,fs,"hazed to DBt, OH 710",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
09/03/2014,b,Bernot,D Ranch,,,11:00,10,Yes,,,,,,,,10,Yes,1,,,,0,f,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
09/03/2014,c,Bernot,D Ranch,,,19:15,10,Yes,,,,,,,,10,Yes,1,,,,0,rs,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
09/04/2014,a,Bernot,D Ranch,o,,6:35,10,Yes,,,,,,,,10,Yes,1,,,,0,t,crossing road to OH,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
09/05/2014,a,Bernot,D Ranch,o,,6:50,10,Yes,,,,,,,,10,Yes,1,,,,0,ft,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
09/09/2014,a,Bernot,D Ranch,o,,7:15,10,Yes,,,,,,,,10,Yes,1,,,,1,t,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
09/11/2014,a,Bernot,D Ranch,o,,9:20,10,Yes,,,,,,,,10,Yes,1,,,,0,r,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
09/15/2014,a,Bernot,D Ranch,o,,7:10,10,Yes,,,,,,,,10,Yes,1,,,,0,t,"no haze, already leaving",uu,C ranch center ridge mid,D Ranch,502401.4737,4209898.844,C (Spaletta),Dam Field
09/23/2014,a,Bernot,D Ranch,p,,7:30,10,Yes,,,,,,,,10,Yes,1,,,,0,rf,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
09/24/2014,a,Bernot,D Ranch,f,,7:40,10,Yes,,,,,,,,10,Yes,1,,,,0,f,spotted calf,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
10/06/2014,a,Bernot,D Ranch,f,,7:00,10,Yes,,,,,,,,10,Yes,1,,,,0,tf,,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
10/08/2014,a,Bernot,D Ranch,h,,8:00,10,Yes,,,,,,,,10,Yes,1,,,,1,tf,crossing road from DBt,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
10/22/2014,a,Bernot,D Ranch,c,,7:20,10,Yes,,,,,,,,10,Yes,1,,,,0,rf,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
10/27/2014,a,Bernot,D Ranch,,,9:30,10,Yes,,,,,,,,10,Yes,1,,,,0,f,hazed to WD,nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
10/28/2014,a,Bernot,D Ranch,c,,7:30,10,Yes,,,,,,,,10,Yes,1,,,,x,ft,"hazed to WD, DBt820, OH830",uu,C ranch center ridge mid,D Ranch,502401.4737,4209898.844,C (Spaletta),Dam Field
10/28/2014,b,Bernot,D Ranch,c,,19:00,10,Yes,,,,,,,,10,Yes,1,,,,0,t,,tt,drakes swamp,D Ranch,502797.7198,4209404.666,Non-permit,Non-permit
10/29/2014,a,Bernot,D Ranch,c,,7:30,10,Yes,,,,,,,,10,Yes,1,,,,1,f,"hazed to WD750, DBt800, OH810",nn,C ranch center ridge top trough,D Ranch,502222.5185,4210159.291,C (Spaletta),Dam Field
10/30/2014,a,Bernot,D Ranch,f,,9:00,10,Yes,,,,,,,,10,Yes,1,,,,1,fr,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
10/31/2014,a,Bernot,D Ranch,r,,7:47,10,Yes,,,,,,,,10,Yes,1,,,,1,t,crossing road to OH,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
11/03/2014,a,Bernot,D Ranch,c,,7:10,10,Yes,,,,,,,,10,Yes,1,,,,1,f,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
11/05/2014,a,Bernot,D Ranch,c,,7:30,10,Yes,,,,,,,,10,Yes,1,,,,,fr,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
11/17/2014,a,Bernot,D Ranch,,,7:00,10,Yes,,,,,,,,10,Yes,1,,,,,f,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
12/02/2014,a,Bernot,D Ranch,,,9:20,10,Yes,,,,,,,,10,Yes,1,,,,,rf,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
12/04/2014,a,Bernot,D Ranch,r,,7:00,10,Yes,,,,,,,,10,Yes,1,,,,,ft,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
12/04/2014,a,Bernot,D Ranch,r,,9:00,10,Yes,,,,,,,,10,Yes,1,,,,,f,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
12/05/2014,a,Bernot,D Ranch,r,,10:30,10,Yes,,,,,,,,10,Yes,1,,,,,fr,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
12/08/2014,a,Bernot,D Ranch,o,,8:00,10,Yes,,,,,,,,10,Yes,1,,,,1,t,crossing road to OH,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
12/23/2014,a,Bernot,D Ranch,c,,8:15,10,Yes,,,,,,,,10,Yes,1,,,,,fr,,y,outer horick near cliffs,D Ranch,503739.6464,4209229.118,Non-permit,Non-permit
12/29/2014,a,Bernot,D Ranch,,,8:32,10,Yes,,,,,,,,10,Yes,1,,,,,fr,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
01/05/2015,a,Bernot,D Ranch,,,8:40,10,Yes,,,,,,,,10,Yes,1,,,,,r,,t,horseshoe pond pasture,D Ranch,503794.3798,4209715.716,Non-permit,Non-permit
01/22/2015,a,Bernot,D Ranch,,,7:00,10,Yes,,,,,,,,10,Yes,1,,,,,,,uuu,above hsp far point,,504783.3869,4209482.309,Non-permit,Non-permit
01/23/2015,a,Bernot,D Ranch,c,,9:30,10,Yes,,,,,,,,10,Yes,1,,,,,rf,,aa,above horseshoe pond outside permit,D Ranch,503977.6483,4209822.357,Non-permit,Non-permit
01/28/2015,a,Bernot,D Ranch,c,,7:40,10,Yes,,,,,,,,10,Yes,1,,,,,t,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
01/29/2015,a,Bernot,D Ranch,c,,7:15,10,Yes,,,,,,,,10,Yes,1,,,,,,,hh,west D pole crossing,D Ranch,502900.506,4210176.032,D (Spaletta),West
01/30/2015,a,Bernot,D Ranch,c,,7:41,10,Yes,,,,,,,,10,Yes,1,,,,,t,crossing road to ED,ii,west D across from house,D Ranch,503101.3912,4209954.221,D (Spaletta),West
02/03/2015,a,Bernot,D Ranch,c,,9:00,10,Yes,,,,,,,,10,Yes,1,,,,,rs,,l,east D road plateau 3,D Ranch,503099.7957,4210262.166,D (Nunes),Pasture B
02/04/2015,a,Bernot,D Ranch,h,,9:40,10,Yes,,,,,,,,10,Yes,1,,,,,,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
02/05/2015,a,Bernot,D Ranch,ow,,8:13,10,Yes,,,,,,,,10,Yes,1,,,,,f,,aa,above horseshoe pond outside permit,D Ranch,503977.6483,4209822.357,Non-permit,Non-permit
02/11/2015,a,Bernot,D Ranch,,,7:50,10,Yes,,,,,,,,10,Yes,1,,,,,f,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
02/17/2015,a,Bernot,D Ranch,o,,8:09,10,Yes,,,,,,,,10,Yes,1,,,,,r,,v,outer horick manure pond,D Ranch,503365.3408,4209429.69,Non-permit,Non-permit
02/25/2015,a,Bernot,D Ranch,,,7:45,10,Yes,,,,,,,,10,Yes,1,,,,,fr,,m,east D road plateau 4 near house,D Ranch,503201.7471,4210144.121,D (Nunes),Pasture B
03/14/2015,a,Bernot,D Ranch,,,9:54,10,Yes,,,,,,,,10,Yes,1,,,1,1,t,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
03/20/2015,a,Bernot,D Ranch,o,,8:10,10,Yes,,,,,,,,10,Yes,1,,,,,t,,t,horseshoe pond pasture,D Ranch,503794.3798,4209715.716,Non-permit,Non-permit
03/23/2015,a,Bernot,D Ranch,r,,8:10,10,Yes,,,,,,,,10,Yes,1,,,,1,t,,y,outer horick near cliffs,D Ranch,503739.6464,4209229.118,Non-permit,Non-permit
03/30/2015,a,Bernot,D Ranch,h,,7:10,10,Yes,,,,,,,,10,Yes,1,,,,,,,nnn,end of E road above showy clover plots,D Ranch,504460.9158,4210322.969,D (Nunes),Pasture C
04/03/2015,a,Bernot,D Ranch,,,6:44,10,Yes,,,,,,,,10,Yes,1,,,,,,,ooo,showy clover plots,D Ranch,504318.8248,4210084.961,Non-permit,Non-permit
04/27/2015,a,Bernot,D Ranch,c,,9:00,10,Yes,,,,,,,,10,Yes,1,,,,,r,,aa,above horseshoe pond outside permit,D Ranch,503977.6483,4209822.357,Non-permit,Non-permit
04/29/2015,a,Bernot,D Ranch,cw,,8:17,10,Yes,,,,,,,,10,Yes,1,,,,,r,,bb,above horseshoe pond inside permit,D Ranch,503915.8525,4209945.949,D (Nunes),Pasture B
05/06/2015,a,Bernot,D Ranch,fw,,6:38,10,Yes,,,,,,,,10,Yes,1,,,,,ft,,z,outer horick horseshoe pond slope,D Ranch,503766.1303,4209582.237,Non-permit,Non-permit
05/15/2015,a,Bernot,D Ranch,o,,7:00,10,Yes,,,,,,,,10,Yes,1,,,,,f,,tt,drakes swamp,D Ranch,502797.7198,4209404.666,Non-permit,Non-permit
05/26/2015,a,Bernot,D Ranch,df,,7:20,10,Yes,,,,,,,,10,Yes,1,,,,,,,aa,above horseshoe pond outside permit,D Ranch,503977.6483,4209822.357,Non-permit,Non-permit
05/29/2015,a,Bernot,D Ranch,h,,8:30,10,Yes,,,,,,,,10,Yes,1,,,,,,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
06/04/2015,a,Bernot,D Ranch,cd,,9:30,10,Yes,,,,,,,,10,Yes,1,,,,,ft,,w,outer horick center,D Ranch,503672.5539,4209436.752,Non-permit,Non-permit
06/05/2015,a,Bernot,D Ranch,,,8:05,10,Yes,,,,,,,,10,Yes,1,,,,,rf,,ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
06/08/2015,a,Bernot,D Ranch,,,,10,Yes,,,,,,,,10,Yes,1,,,,,,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
06/10/2015,a,Bernot,D Ranch,,,11:40,10,Yes,,,,,,,,10,Yes,1,,,,,f,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
06/25/2015,a,Bernot,D Ranch,c,,7:33,10,Yes,,,,,,,,10,Yes,1,,,,,fs,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
07/06/2015,a,Bernot,D Ranch,,,8:34,10,Yes,,,,,,,,10,Yes,1,,,,,fs,,aa,above horseshoe pond outside permit,D Ranch,503977.6483,4209822.357,Non-permit,Non-permit
07/06/2015,a,Bernot,D Ranch,,,8:34,10,Yes,,,,,,,,10,Yes,1,,,,,fs,,q,east D plateau outer slope high,D Ranch,503421.1335,4209897.395,D (Nunes),Pasture B
07/20/2015,b,Bernot,D Ranch,,,19:20,10,Yes,,,,,,,,10,Yes,1,,,,,,,www,horseshoe upper dam pond,,503861.4451,4210543.021,D (Nunes),Pasture C
07/22/2015,a,Bernot,D Ranch,o,,6:17,10,Yes,,,,,,,,10,Yes,1,,,,,ft,,ccc,DB pond east slope,D Ranch,502997.4413,4209336.552,Non-permit,Non-permit
07/23/2015,a,Bernot,D Ranch,,,6:00,10,Yes,,,,,,,,10,Yes,1,,,,,,hazed to DBT,ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
08/05/2015,a,Bernot,D Ranch,f,,6:00,10,Yes,,,,,,,,10,Yes,1,,,,,t,"hazed to WD 620, DBt 640",mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
08/13/2015,a,Bernot,D Ranch,f,,6:20,10,Yes,,,,,,,,10,Yes,1,,,,,fs,,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
08/18/2015,a,Bernot,D Ranch,o,,6:25,10,Yes,,,,,,,,10,Yes,1,,,,,,,p,east D house pasture,D Ranch,503315.198,4209989.206,Non-permit,Non-permit
08/26/2015,a,Bernot,D Ranch,o,,10:51,10,Yes,,,,,,,,10,Yes,1,,,,,r,,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
08/31/2015,a,Bernot,D Ranch,,,6:40,10,Yes,,,,,,,,10,Yes,1,,,,,t,,mm,C ranch reservoir,D Ranch,502021.6333,4210092.33,C (Spaletta),Dam Field
09/03/2015,a,Bernot,D Ranch,c,,7:04,10,Yes,,,,,,,,10,Yes,1,,,,,rf,,ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
09/09/2015,a,Bernot,D Ranch,c,,6:20,10,Yes,,,,,,,,10,Yes,1,,,,,t,,hhh,DB tract near tunnel,D Ranch,503216.3458,4209467.767,Non-permit,Non-permit
09/09/2015,a,Bernot,D Ranch,c,,6:20,10,Yes,,,,,,,,10,Yes,1,,,,,t,,s,D ranch complex,D Ranch,503292.2452,4209703.18,Non-permit,Non-permit
09/09/2015,a,Bernot,D Ranch,c,,6:20,10,Yes,,,,,,,,10,Yes,1,,,,,fs,,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
09/10/2015,a,Bernot,D Ranch,f,,9:39,10,Yes,,,,,,,,10,Yes,1,,,,,rf,,x,outer horick west,D Ranch,503506.5882,4209226.646,Non-permit,Non-permit
09/14/2015,a,Bernot,D Ranch,,,8:00,10,Yes,,,,,,,,10,Yes,1,,,,,fs,,u,near outer horick,D Ranch,503483.6355,4209592.124,Non-permit,Non-permit
09/22/2015,a,Bernot,D Ranch,o,,7:23,10,Yes,,,,,,,,10,Yes,1,,,,,t,hazed to WD 750,ll,C center ridge near swamp just inside fence,D Ranch,502649.3995,4209623.597,C (Spaletta),Dam Field
09/24/2015,a,Bernot,D Ranch,p,,6:50,10,Yes,,,,,,,,10,Yes,1,,,,,ft,,zz,C ranch center road,D Ranch,502283.6546,4210441.384,C (Spaletta),Dam Field
