Total.Residence.hrs,Num.animals,Revisits,coordIdx,Avg.Residence.hrs,x,y
105.86,2,23,3528,52.9,503143.229406629,4210154.97562623
102.17,2,20,3529,51.1,503179.217130482,4210129.47041652
26.33,1,13,3530,26.3,503456.555283054,4210023.06847465
39.44,1,14,3531,39.4,503443.431329598,4209930.97209032
42.03,1,16,3532,42,503447.81288979,4209945.39780542
5.98,1,3,3533,6,503274.011316533,4210071.81243009
61.06,3,22,3534,20.4,503223.084720733,4210149.45913793
113.95,2,24,3535,57,503170.437723365,4210140.5622841
112.66,2,24,3536,56.3,503175.70363741,4210138.3452752
61.74,3,20,3537,20.6,503211.654850422,4210206.04058163
80.34,3,25,3538,26.8,503210.786518069,4210182.74014193
24.23,1,15,3539,24.2,503437.244211281,4210036.37465572
21.28,1,14,3540,21.3,503445.14095091,4210038.59704254
6.53,1,5,3541,6.5,503502.899079136,4210406.98511721
118.62,3,43,3542,39.5,503027.342103211,4210306.93721152
126.12,3,44,3543,42,503024.707986415,4210311.37434914
127.2,3,44,3544,42.4,503039.627383439,4210305.83225057
123.59,3,43,3545,41.2,503037.871575979,4210308.05065391
233.22,3,77,3546,77.7,502633.164437895,4210878.20794987
240.4,3,74,3547,80.1,502626.144291321,4210880.42474595
240.78,3,74,3548,80.3,502627.018504256,4210890.41079364
246.3,3,71,3549,82.1,502582.266178791,4210901.4918001
173.52,3,54,3550,57.8,502468.19166762,4210931.41378602
70.41,3,36,3551,23.5,502494.549652982,4210816.03073147
118.93,3,47,3552,39.6,502482.252385913,4210859.29862999
74.08,3,35,3553,24.7,502494.547956528,4210821.5783782
59.21,2,24,3554,29.6,502583.109875306,4211008.00691755
43.41,3,21,3555,14.5,502562.044247045,4211032.40992944
6.85,3,6,3556,2.3,502663.737487757,4211297.62018852
3.86,2,3,3557,1.9,502446.121654476,4211379.65726536
17.5,2,10,3558,8.8,502140.033029576,4210940.1973304
32.77,2,17,3559,16.4,502278.682184532,4210881.42981521
16.71,3,11,3560,5.6,502284.798080039,4210974.63201346
5.35,1,8,3561,5.3,502329.513792885,4211088.92622972
183.3,3,65,3562,61.1,502567.33980114,4210933.66344783
225.56,3,73,3563,75.2,502552.426733807,4210923.67300106
295.52,3,61,3564,98.5,502541.889692173,4210949.18889286
85.59,2,37,3565,42.8,502592.775900379,4210962.51926474
192.62,3,59,3566,64.2,502482.240231442,4210899.24169013
169.52,3,59,3567,56.5,502467.323305472,4210901.45622377
173.56,3,61,3568,57.9,502530.504554023,4210880.3945168
225.51,3,70,3569,75.2,502549.802438189,4210898.15299925
15.15,2,10,3570,7.6,503158.080885552,4210325.84875694
54.16,1,10,3571,54.2,503184.386052134,4210375.78777457
51.8,1,11,3572,51.8,503185.266134275,4210369.13094548
29.39,3,14,3573,9.8,503100.164117323,4210332.48371649
136.81,3,45,3574,45.6,503033.476698663,4210328.02053459
74.17,3,19,3575,24.7,503036.083151445,4210397.92181455
112.99,3,32,3576,37.7,503028.189943252,4210386.8235932
63.2,3,20,3577,21.1,503054.520631139,4210370.19047715
50.76,2,17,3578,25.4,503213.35086018,4210355.82761332
56.98,1,10,3579,57,503187.890348587,4210390.21301737
56.19,1,10,3580,56.2,503190.523661004,4210387.99498912
23.58,1,7,3581,23.6,503174.703515857,4210453.45102027
42.69,1,13,3582,42.7,502988.628063915,4210592.07186039
48.18,1,14,3583,48.2,502998.292762919,4210557.68000475
36.16,1,11,3584,36.2,503010.577661651,4210556.57499985
51.2,1,15,3585,51.2,502986.01030414,4210552.12785468
45.09,1,12,3586,45.1,503160.641138321,4210512.25059512
40.95,3,10,3587,13.7,503267.644733612,4210631.01236776
29.12,3,8,3588,9.7,503276.405030615,4210666.5208176
22.2,2,10,3589,11.1,503152.614429275,4210847.32533605
24.89,3,15,3590,8.3,502979.005176408,4210512.18224906
74.37,1,12,3591,74.4,502872.802977058,4210593.13978064
76.37,2,13,3592,38.2,502869.294699192,4210588.70042957
79.59,3,17,3593,26.5,502829.810145887,4210585.35805074
84.41,3,33,3594,28.1,502722.709969442,4210735.10804662
143.35,3,42,3595,47.8,502733.221830336,4210787.25944259
181.93,3,69,3596,60.6,502668.275752825,4210834.94770742
249.42,3,72,3597,83.1,502576.122441206,4210907.03750558
80.61,3,33,3598,26.9,502555.974671589,4210801.62586361
76.91,3,38,3599,25.6,502511.223322243,4210808.26914119
86.23,3,35,3600,28.7,502590.193667673,4210804.96524536
101.11,3,40,3601,33.7,502595.455464944,4210813.84315334
150.52,3,45,3602,50.2,502742.004050233,4210763.96227233
130.11,3,45,3603,43.4,502717.414626035,4210827.19722205
183.46,3,68,3604,61.2,502674.408694611,4210862.6879538
55.04,2,22,3605,27.5,502598.030878703,4210992.47823949
269.96,2,51,3606,135,502508.542561506,4210965.82151491
238.76,3,55,3607,79.6,502476.959499187,4210952.49750716
313.4,3,73,3608,104.5,502492.759519756,4210931.42125668
326.88,3,70,3609,109,502513.813917572,4210943.63254404
50.24,2,21,3610,25.1,502596.269688585,4211012.44921467
260.85,3,75,3611,87,502617.367155459,4210889.29816161
257.18,3,76,3612,85.7,502609.470659931,4210888.18610218
170.97,3,56,3613,57,502511.201803958,4210878.1694926
24.57,3,14,3614,8.2,502553.363891382,4210732.83422521
22.18,3,12,3615,7.4,502552.49061266,4210719.51960035
23.71,3,16,3616,7.9,502543.709578405,4210740.59791434
20.34,3,12,3617,6.8,502558.636911212,4210706.20717447
112.78,3,34,3618,37.6,502688.478301612,4210769.49210346
132.66,3,43,3619,44.2,502683.207088257,4210789.46189722
171.4,3,66,3620,57.1,502666.522336202,4210830.5090161
114.28,3,47,3621,38.1,502496.294338472,4210849.31714937
20.77,1,9,3622,20.8,502620.935328629,4210707.33648102
106.82,3,43,3623,35.6,502786.852101772,4210475.4998929
95.23,3,30,3624,31.7,502760.442332175,4210728.46355136
51.91,3,17,3625,17.3,502804.314970442,4210727.36898572
119.31,3,46,3626,39.8,502655.123998189,4210804.98612047
197.31,3,59,3627,65.8,502474.33632308,4210922.53941051
24.72,1,13,3628,24.7,502637.596425881,4210739.51820066
38.04,2,16,3629,19,502583.184712756,4210771.67714067
98.32,3,37,3630,32.8,502608.61771371,4210811.62829284
146.43,3,59,3631,48.8,502578.777517806,4210834.91892392
33.93,2,10,3632,17,502688.397488319,4211014.69811758
39.12,1,11,3633,39.1,502762.989733991,4210979.21808975
44.1,1,12,3634,44.1,502754.214428455,4210982.54371135
46.32,2,13,3635,23.2,502646.269721378,4211051.29882629
215.04,3,62,3636,71.7,502479.603229434,4210914.7743025
126.02,3,50,3637,42,502455.029316481,4210934.73840293
225.52,3,70,3638,75.2,502532.249078742,4210913.68094575
243.85,3,67,3639,81.3,502519.965468685,4210912.56761221
258.59,3,76,3640,86.2,502598.946473516,4210872.64932844
263.72,3,78,3641,87.9,502605.964847111,4210875.98015618
256.76,3,78,3642,85.6,502606.839794372,4210883.7471427
222.06,2,49,3643,111,502516.433861266,4210983.576421
161.95,3,57,3644,54,502513.837168299,4210868.18453841
88.49,3,37,3645,29.5,502493.668147219,4210829.34481542
72.84,3,37,3646,24.3,502538.422473914,4210812.71567728
93.77,3,38,3647,31.3,502546.316281482,4210822.70390254
55.64,3,24,3648,18.5,502567.312213745,4211021.31628765
50.52,3,22,3649,16.8,502558.536685423,4211025.75164961
2.49,1,3,3650,2.5,503170.045359114,4211150.23373751
48.56,3,34,3651,16.2,502847.121957001,4211265.50576315
16.68,3,10,3652,5.6,502277.779660452,4210971.30146156
22.12,2,11,3653,11.1,502189.165404597,4210952.41519417
2.4,2,2,3654,1.2,502084.74521449,4210980.12608044
5.52,2,4,3655,2.8,502287.402955712,4211072.27136383
2.39,1,2,3656,2.4,503157.739425627,4211207.92453173
5.25,1,2,3657,5.2,503398.994921127,4211274.59331746
8.98,1,3,3658,9,503377.939025241,4211271.25597898
3.07,1,4,3659,3.1,503156.866326318,4211196.82889191
10.05,2,7,3660,5,502847.979198369,4211323.20163811
7.33,2,3,3661,3.7,502808.474886508,4211387.54070292
10.87,2,3,3662,5.4,502829.539566853,4211365.35737482
14.61,2,5,3663,7.3,502968.23936912,4211161.25310383
19.89,2,5,3664,9.9,502977.014974919,4211156.81818169
30.62,2,12,3665,15.3,503033.221739767,4211013.70952376
113.85,3,52,3666,37.9,502825.194574665,4211244.41706408
100.38,2,36,3667,50.2,502753.506654751,4210479.92668611
102.27,2,33,3668,51.1,502757.012417784,4210492.1326881
75.64,2,28,3669,37.8,502697.311037763,4210593.07987041
4.9,1,3,3670,4.9,502708.692594436,4210669.64115304
15.9,1,4,3671,15.9,502963.122486955,4210755.16335746
15.98,1,4,3672,16,502966.635483995,4210746.28839913
16.31,1,4,3673,16.3,502960.493381371,4210746.28616781
161.58,3,65,3674,53.9,502676.174475903,4210829.40264741
221.6,3,72,3675,73.9,502564.714160047,4210912.58155882
45.38,2,19,3676,22.7,502591.880147817,4211020.21452729
177.27,3,62,3677,59.1,502579.649688448,4210851.56214218
239.42,3,77,3678,79.8,502579.641267559,4210878.19084841
177.42,3,69,3679,59.1,502670.018272671,4210872.67228155
41.1,2,9,3680,20.6,502892.017407734,4210846.11925597
40.84,2,8,3681,20.4,502894.650886343,4210842.79160141
5.26,1,2,3682,5.3,503019.246761573,4210841.72723584
31.96,3,12,3683,10.7,503063.103828105,4210880.5771218
36.91,3,12,3684,12.3,502991.10543829,4211014.80350119
43.61,2,18,3685,21.8,502942.83363876,4211053.61948862
41.32,2,20,3686,20.7,502941.951826662,4211065.82399958
129.68,3,53,3687,43.2,502838.358508143,4211235.54539273
165.45,3,56,3688,55.1,502821.695379712,4211214.45853772
102.87,3,36,3689,34.3,502867.321758897,4211208.92679874
87.99,2,26,3690,44,502829.611930725,4211156.76571433
42.05,2,10,3691,21,502843.659599411,4211130.14187864
73.16,2,22,3692,36.6,502826.980887155,4211153.43621184
107.95,3,31,3693,36,502826.977426221,4211163.42198124
134.01,3,37,3694,44.7,502825.220323653,4211170.07855293
17.58,1,12,3695,17.6,502912.980692249,4211112.41386028
46.49,2,15,3696,23.2,503024.463639191,4210970.43460918
43.23,2,14,3697,21.6,503027.099602266,4210960.44981908
24.95,2,9,3698,12.5,503081.509714137,4210933.84147825
173.72,3,54,3699,57.9,502818.189258482,4211204.47155417
66.12,2,20,3700,33.1,502833.125380839,4211145.67163338
40.7,2,10,3701,20.4,502848.04815873,4211125.70528973
40.53,2,10,3702,20.3,502845.416338543,4211124.5948412
37.69,2,14,3703,18.8,502936.700156159,4211030.31715057
47.72,2,15,3704,23.9,503021.842479544,4210940.4763346
51.42,2,17,3705,25.7,503033.255983878,4210921.61856572
41.15,2,17,3706,20.6,503035.867610202,4210977.09602414
45.23,3,17,3707,15.1,502984.957447528,4211031.44419694
41.19,3,15,3708,13.7,502987.590904347,4211028.11657145
45.36,2,13,3709,22.7,503006.918937664,4210960.44235505
48.82,2,16,3710,24.4,503009.556519893,4210946.01944112
7.32,2,7,3711,3.7,503090.408359604,4210605.42413099
34.12,3,9,3712,11.4,503252.720909355,4210648.7588716
35.98,3,9,3713,12,503254.476702091,4210646.54051334
17.29,1,12,3714,17.3,503394.320057271,4209857.72266613
1.77,1,1,3715,1.8,503686.571064769,4209790.16826366
18.45,1,3,3716,18.4,503592.642367341,4209861.13615559
18.51,1,3,3717,18.5,503577.717889215,4209875.55346205
18.74,1,3,3718,18.7,503575.086250663,4209873.33325269
20.2,1,3,3719,20.2,503571.590670904,4209840.0458834
25.13,1,9,3720,25.1,503562.835609653,4209793.44188507
22.95,1,10,3721,22.9,503506.707964,4209711.31251775
35.71,1,9,3722,35.7,503454.042009273,4209741.24730429
41.05,1,12,3723,41,503469.854917625,4209701.31101538
3.69,1,1,3724,3.7,503239.91331165,4209756.69286746
5.81,1,3,3725,5.8,503253.094691393,4209711.20747606
27.2,1,8,3726,27.2,503444.440926917,4209618.08567917
88.36,1,19,3727,88.4,503730.540682571,4209588.25420658
88.75,1,19,3728,88.8,503730.539668173,4209590.47326116
90.62,1,19,3729,90.6,503728.780984263,4209598.23915011
44.69,1,16,3730,44.7,503554.209950369,4209449.48458387
54.81,1,17,3731,54.8,503610.389970867,4209416.22342682
59.87,1,18,3732,59.9,503604.241966614,4209427.31598151
57.36,1,16,3733,57.4,503609.503551633,4209436.19452474
60.44,1,16,3734,60.4,503609.503060915,4209437.30405177
92.83,1,19,3735,92.8,503725.269704269,4209600.45660157
91.23,1,19,3736,91.2,503727.902403823,4209600.45780379
61.6,1,13,3737,61.6,503744.582276976,4209587.15110998
8.99,1,5,3738,9,503754.351897233,4209334.18337303
24.13,1,8,3739,24.1,503553.21111013,4209727.9755493
18.64,1,6,3740,18.6,503547.069687416,4209724.64429433
15.74,1,6,3741,15.7,503547.949170146,4209720.20656579
96.81,1,20,3742,96.8,503694.545332269,4209621.52365764
51.96,1,10,3743,52,503675.232922534,4209634.82926822
34.25,1,7,3744,34.2,503585.749791023,4209570.43686303
45.39,1,10,3745,45.4,503576.109651242,4209540.47539215
40.52,1,9,3746,40.5,503569.087126626,4209544.91042756
18.7,1,7,3747,18.7,503509.406472568,4209558.19887408
18.86,1,7,3748,18.9,503506.776620055,4209551.54057903
105.51,1,19,3749,105.5,503699.826814551,4209586.02116911
106.14,1,19,3750,106.1,503698.071678416,4209586.02037358
89.1,1,17,3751,89.1,503712.119833205,4209570.49336663
40.41,1,9,3752,40.4,503576.104789286,4209551.57066424
47.39,1,14,3753,47.4,503631.456485852,4209406.24702866
43.57,1,9,3754,43.6,503488.303980252,4209653.6091926
23.04,1,10,3755,23,503504.043379349,4209785.64973284
23.4,1,10,3756,23.4,503505.797995848,4209786.76001429
33.66,1,9,3757,33.7,503578.646030487,4209760.16296888
22.37,1,4,3758,22.4,503590.940021292,4209741.30639742
14.44,1,5,3759,14.4,503597.956518598,4209750.18571015
28.18,1,11,3760,28.2,503529.553176185,4209644.75070836
35.11,1,11,3761,35.1,503515.520313871,4209625.88268247
49.81,1,14,3762,49.8,503463.736045776,4209644.72250722
49.8,1,12,3763,49.8,503482.159161006,4209658.04467865
46.62,1,12,3764,46.6,503476.889544645,4209668.02818025
99.09,1,18,3765,99.1,503706.847359101,4209586.02435501
101.53,1,20,3766,101.5,503710.356118014,4209589.35453208
103.58,1,20,3767,103.6,503710.355613559,4209590.46405937
21.81,1,9,3768,21.8,503688.491141848,4209425.13456896
16.56,2,8,3769,8.3,503688.528750668,4209341.92004873
45.19,1,15,3770,45.2,503623.519774259,4209492.78662766
41.52,1,15,3771,41.5,503612.984416382,4209502.76770284
48.42,1,12,3772,48.4,503609.467728891,4209517.19000247
104.82,1,20,3773,104.8,503709.475019953,4209597.1208242
104.73,1,20,3774,104.7,503709.475524289,4209596.0112969
104.29,1,20,3775,104.3,503710.353091283,4209596.01169584
21.24,1,8,3776,21.2,503453.228310361,4209590.35120529
28.83,1,8,3777,28.8,503435.661544009,4209626.95819857
42.51,1,12,3778,42.5,503459.326601501,4209695.75890718
34.08,1,8,3779,34.1,503414.547091358,4209753.435488
36.54,1,9,3780,36.5,503418.060079962,4209746.77979223
102.69,1,20,3781,102.7,503713.861339533,4209600.45140179
101.68,1,20,3782,101.7,503715.616977741,4209599.34267341
61.97,1,12,3783,62,503738.44387577,4209577.16254809
35.7,1,13,3784,35.7,503625.270494586,4209502.7731513
59.36,1,14,3785,59.4,503620.895900926,4209472.81397129
10.69,1,3,3786,10.7,503379.531931216,4209543.72020147
11.82,1,4,3787,11.8,503348.827817497,4209517.0788876
11.82,1,4,3788,11.8,503349.70402672,4209520.40782922
100.04,1,20,3789,100,503697.179533024,4209618.19626793
100.96,1,20,3790,101,503702.445424059,4209617.08912776
41.7,1,9,3791,41.7,503656.801120274,4209641.47815365
32.12,1,11,3792,32.1,503463.694132316,4209743.47045094
36.82,1,9,3793,36.8,503415.429749586,4209741.23105223
19.51,1,5,3794,19.5,503376.803256872,4209775.61033736
36.54,1,9,3795,36.5,503418.060079962,4209746.77979223
35.46,1,8,3796,35.5,503414.549412665,4209747.88785024
35.06,1,12,3797,35.1,503522.483831143,4209757.9194771
30.14,1,10,3798,30.1,503553.183572613,4209791.21862093
30.5,1,10,3799,30.5,503550.551900161,4209788.99841979
16.83,2,6,3800,8.4,503716.616821445,4209330.8375205
41.65,2,13,3801,20.8,503780.717271584,4209253.20007115
44.91,1,13,3802,44.9,503644.61583738,4209416.23863952
51.23,1,15,3803,51.2,503556.883317347,4209356.28546586
50.42,1,13,3804,50.4,503523.516589657,4209398.43302305
68.57,1,15,3805,68.6,503685.764177472,4209633.72449028
75.05,1,16,3806,75,503683.132990939,4209630.39471957
20.33,1,11,3807,20.3,503505.808005975,4209763.45993474
6.72,1,5,3808,6.7,503397.844534667,4209823.32876814
8.94,1,6,3809,8.9,503272.296775984,4209970.84467727
51.41,2,13,3810,25.7,503154.656728493,4210103.94173208
49.58,2,15,3811,24.8,503137.980153843,4210113.92105636
42.56,2,15,3812,21.3,503210.812714982,4210116.16844841
23.29,1,13,3813,23.3,503352.169478015,4209927.60550443
17.58,1,10,3814,17.6,503432.933632791,4209853.30070775
6.12,1,4,3815,6.1,503475.942038611,4209832.23788433
19.6,1,7,3816,19.6,503516.4040928,4209611.45920526
34.94,1,10,3817,34.9,503454.089441342,4209629.18503265
1.17,1,1,3818,1.2,503243.38249739,4209859.88033282
9.22,1,3,3819,9.2,503183.62848856,4210068.44807967
17.52,2,10,3820,8.8,503101.992068746,4210140.5359755
17.77,1,8,3821,17.8,503500.532717048,4209786.75775392
101.19,1,20,3822,101.2,503710.345019983,4209613.76413288
102.57,1,20,3823,102.6,503697.181543695,4209613.7581586
19.04,1,8,3824,19,503541.853487058,4209611.47021093
26.39,1,8,3825,26.4,503451.465197803,4209609.21242683
27.86,1,8,3826,27.9,503433.029319825,4209625.84756329
8.09,1,3,3827,8.1,503322.453123549,4209633.568488
15.15,1,4,3828,15.2,503338.237909453,4209661.31311871
99.17,1,20,3829,99.2,503694.5468392,4209618.19507562
103.3,1,20,3830,103.3,503706.836271578,4209610.43395568
101.48,1,20,3831,101.5,503698.058103208,4209615.97761088
37.24,1,7,3832,37.2,503562.056376754,4209568.20743195
31.58,1,9,3833,31.6,503469.893130943,4209611.43929651
49.35,1,14,3834,49.4,503462.855659155,4209651.37929906
45.04,1,12,3835,45,503435.625108851,4209713.50133701
44.18,1,13,3836,44.2,503440.891370561,4209711.28450048
101.38,1,20,3837,101.4,503697.18053836,4209615.97721326
100.15,1,20,3838,100.2,503698.057097634,4209618.19666555
100.04,1,20,3839,100,503697.179533024,4209618.19626793
41.54,1,14,3840,41.5,503612.094071173,4209531.61502057
56.44,1,13,3841,56.4,503527.92419508,4209352.94431506
48,1,11,3842,48,503518.270670782,4209352.94014785
48.85,1,16,3843,48.9,503556.854787585,4209421.74755536
66.8,1,18,3844,66.8,503565.640824566,4209398.4513183
24.49,1,8,3845,24.5,503512.926786459,4209534.900313
57.14,1,15,3846,57.1,503582.29698123,4209439.51111896
33,1,12,3847,33,503529.647230909,4209427.28337905
11.15,1,4,3848,11.2,503349.694007659,4209544.81742714
7.76,1,4,3849,7.8,503260.026917637,4209932.00628362
5.13,1,3,3850,5.1,503304.818286743,4209839.9334808
35.93,1,8,3851,35.9,503415.427427685,4209746.77868994
29.15,1,7,3852,29.1,503404.895429729,4209750.10287191
101.88,1,20,3853,101.9,503696.303476062,4209614.8672884
98.4,1,20,3854,98.4,503694.54633689,4209619.30460296
101.27,1,20,3855,101.3,503696.302973514,4209615.97681573
18.73,1,9,3856,18.7,503541.854450155,4209609.2511563
17.66,1,10,3857,17.7,503526.106209664,4209498.2915938
20.27,1,8,3858,20.3,503541.834225021,4209655.85130523
46.91,1,12,3859,46.9,503477.767103879,4209668.02855419
34.64,1,9,3860,34.6,503523.40689068,4209652.51474547
45.11,1,13,3861,45.1,503467.226964819,4209690.21462178
18.58,1,10,3862,18.6,503544.541119676,4209484.98525184
30.63,1,11,3863,30.6,503587.601014922,4209351.86080262
2.43,1,2,3864,2.4,503299.666096176,4209560.33042966
5.62,1,3,3865,5.6,503320.657815234,4209732.31571519
1.82,1,1,3866,1.8,503247.01626271,4209549.21403779
19.34,1,7,3867,19.3,503226.009796503,4209409.40527257
19.06,1,6,3868,19.1,503220.750842273,4209392.76028865
7.01,1,4,3869,7,503248.617691684,4209935.33031749
17.37,1,10,3870,17.4,503541.032729658,4209480.54561958
14.47,1,9,3871,14.5,503533.133074045,4209483.87077772
26.06,1,8,3872,26.1,503240.106689474,4209269.61045251
21.66,1,7,3873,21.7,503200.627214906,4209237.41859575
30.07,1,8,3874,30.1,503201.487846683,4209280.69048151
13.17,1,4,3875,13.2,503326.815155835,4209696.81333758
13.28,1,4,3876,13.3,503332.958501878,4209695.70631673
19.66,2,12,3877,9.8,503469.98370788,4209398.41008656
28.68,1,10,3878,28.7,503527.936665024,4209324.09661687
37.88,1,15,3879,37.9,503488.424916832,4209370.67976983
42.23,1,10,3880,42.2,503497.952393001,4209664.70859861
44.11,1,13,3881,44.1,503444.400652246,4209713.50503631
14.49,1,5,3882,14.5,503314.540185749,4209670.17967982
15.86,1,7,3883,15.9,503300.492510768,4209686.81690033
1.27,1,1,3884,1.3,503194.267698845,4209789.96070495
60.18,1,10,3885,60.2,503735.815739915,4209567.17559714
98.55,1,20,3886,98.5,503715.620008768,4209592.68550961
67.95,1,16,3887,68,503741.948046876,4209590.47848426
11.53,1,5,3888,11.5,503721.830278044,4209445.12119542
12.13,1,5,3889,12.1,503731.505000125,4209398.52546936
46.17,1,14,3890,46.2,503640.222461954,4209428.44147816
63.41,1,17,3891,63.4,503624.414105865,4209455.06309636
42.43,1,12,3892,42.4,503567.347986685,4209508.29526335
9.87,1,5,3893,9.9,503571.684395057,4209625.90707054
47.11,1,15,3894,47.1,503513.866940843,4209389.55264542
56.77,1,17,3895,56.8,503520.013893461,4209380.67907721
8.81,1,5,3896,8.8,501941.0115307,4210295.51116568
7.03,1,6,3897,7,501925.202542989,4210355.42196187
7.59,1,5,3898,7.6,501915.570524452,4210268.87646944
3.32,1,2,3899,3.3,501938.403043049,4210194.54345963
5.45,1,6,3900,5.5,502177.963008554,4210187.94671945
10.14,1,4,3901,10.1,503187.630644321,4211054.82100924
2.56,1,2,3902,2.6,503472.840403951,4210933.99869582
31.14,1,14,3903,31.1,504436.585830989,4210318.67710437
20.54,1,7,3904,20.5,504426.929234075,4210326.43856133
17.11,1,4,3905,17.1,504341.829381651,4210295.32602244
11.32,1,3,3906,11.3,504313.726177522,4210339.69227011
9.3,1,3,3907,9.3,504275.113839579,4210345.21959083
12.2,1,3,3908,12.2,504084.675389928,4210392.83176885
11.47,1,2,3909,11.5,504064.480606047,4210418.34084952
11.46,1,2,3910,11.5,504062.724543847,4210420.55903285
2.12,1,1,3911,2.1,504008.503492152,4210048.84010863
6.75,1,6,3912,6.8,503921.63131137,4210044.35978053
20.22,1,5,3913,20.2,504053.185275156,4210193.10088427
20.28,1,5,3914,20.3,504049.664249963,4210215.28970839
20.5,1,5,3915,20.5,504054.934766654,4210204.1970397
5.27,1,1,3916,5.3,504083.856777363,4210275.22130081
5.92,1,1,3917,5.9,504047.002580461,4210274.09340844
61.06,1,8,3918,61.1,503930.236537701,4210397.19402562
49.49,1,10,3919,49.5,503856.495104728,4210467.05916133
50.72,1,10,3920,50.7,503867.024784701,4210467.06414549
60.22,1,9,3921,60.2,503942.52341426,4210392.76183806
58.59,1,9,3922,58.6,503921.460129302,4210400.51838931
60.1,1,9,3923,60.1,503943.40089559,4210392.76226214
49.38,1,10,3924,49.4,503863.512789664,4210471.50059777
60.19,1,11,3925,60.2,503914.439220675,4210402.73407559
7.53,1,4,3926,7.5,504061.005484618,4210348.43879633
1.91,1,1,3927,1.9,504190.853481183,4210387.33797358
15.74,1,4,3928,15.7,504344.468356,4210283.12261016
15.76,1,4,3929,15.8,504343.59322557,4210278.68402898
14.7,1,3,3930,14.7,504320.77662836,4210282.0005004
14.78,1,3,3931,14.8,504321.653533938,4210283.11049364
4.9,1,3,3932,4.9,504098.829355846,4210165.38547152
20.55,1,5,3933,20.6,504055.810613675,4210207.52606091
19.17,1,4,3934,19.2,504036.506134851,4210206.4069591
49.14,1,10,3935,49.1,503942.546469022,4210345.05210711
23.07,1,6,3936,23.1,503986.419165701,4210348.40201213
60.69,1,8,3937,60.7,503931.111880114,4210401.63256308
60.22,1,9,3938,60.2,503942.52341426,4210392.76183806
23.58,1,6,3939,23.6,503984.664193496,4210348.40115483
8.04,1,4,3940,8,504048.725634477,4210338.44693356
48.7,1,10,3941,48.7,503852.123454318,4210433.77122574
58.43,1,13,3942,58.4,503918.8154302,4210426.03628458
43.86,1,11,3943,43.9,503842.472253423,4210431.5476166
49.08,1,9,3944,49.1,503886.339240051,4210445.99227172
52.21,1,10,3945,52.2,503871.414783864,4210461.5185823
59.97,1,9,3946,60,503924.09257078,4210400.51965502
61.2,1,9,3947,61.2,503924.094705398,4210396.08154031
53.79,1,7,3948,53.8,503967.97522939,4210382.78841659
41.64,1,7,3949,41.6,503972.364262056,4210379.46196564
72.91,1,10,3950,72.9,503937.272983228,4210362.80202227
60.47,1,8,3951,60.5,503933.746461106,4210397.1957172
59.53,1,9,3952,59.5,503939.88989867,4210394.97962374
40.94,1,10,3953,40.9,503838.944071861,4210470.37947097
34.24,1,9,3954,34.2,503848.590517153,4210482.58883537
48.87,1,9,3955,48.9,503889.850729464,4210442.66535817
11.31,1,2,3956,11.3,504067.110829381,4210422.78027626
11.45,1,2,3957,11.4,504064.480053297,4210419.45037824
28.73,1,5,3958,28.7,503915.350245772,4210332.83419334
60.88,1,8,3959,60.9,503931.113483942,4210398.30397704
58.72,1,9,3960,58.7,503917.955535518,4210389.42141631
57.8,1,9,3961,57.8,503928.475164978,4210410.50752462
66.71,1,10,3962,66.7,503922.360013162,4210353.91860822
19.53,1,3,3963,19.5,503896.050813079,4210321.72966645
19.82,1,3,3964,19.8,503896.049753424,4210323.94872354
27.44,1,5,3965,27.4,503915.352375588,4210328.3960791
14.9,1,4,3966,14.9,503977.655664135,4210325.09762936
20.19,1,5,3967,20.2,504047.033950047,4210210.85028875
20.38,1,5,3968,20.4,504053.172598135,4210218.6200364
47.32,1,11,3969,47.3,503865.26615837,4210474.83001544
9.04,1,2,3970,9,503831.016596171,4210534.72843206
49.65,1,10,3971,49.6,503863.513315092,4210470.39106898
42.5,1,10,3972,42.5,503853.006171147,4210422.67635285
47.59,1,9,3973,47.6,503869.674571314,4210430.45094457
3.51,1,1,3974,3.5,503784.545894516,4210459.25876513
49.81,1,10,3975,49.8,503865.268261038,4210470.39190024
3.57,1,2,3976,3.6,503807.309996641,4210566.89368024
47.37,1,10,3977,47.4,503843.334572821,4210463.72436387
54.47,1,9,3978,54.5,503877.565011395,4210444.87856779
60.77,1,9,3979,60.8,503945.158540836,4210387.21546726
22.32,1,4,3980,22.3,503904.824640685,4210323.95291849
24.61,1,5,3981,24.6,503906.576961838,4210329.50140138
14.31,1,4,3982,14.3,503968.008145947,4210315.10717237
24.09,1,13,3983,24.1,503375.872003894,4209905.42471564
13.12,1,9,3984,13.1,503172.370453919,4209683.43750479
11.2,1,4,3985,11.2,503349.694463072,4209543.70789994
2.71,1,1,3986,2.7,503364.643845469,4209469.37571908
17.74,1,7,3987,17.7,503505.998666039,4209319.64905517
16.21,2,7,3988,8.1,503721.850517591,4209400.74011523
92.97,1,19,3989,93,503724.395175936,4209593.79903721
2.99,1,1,3990,3,503698.105867463,4209510.57252278
35.32,1,8,3991,35.3,503591.896685935,4209561.56334653
49.83,1,12,3992,49.8,503584.011218731,4209532.71216659
39.2,1,8,3993,39.2,503544.514615322,4209546.00924542
40.47,1,8,3994,40.5,503550.656656365,4209548.23097024
30.32,1,7,3995,30.3,503533.101851509,4209555.99004332
